# NMSSMTools OUTPUT IN SLHA FORMAT
# Info about spectrum calculator
BLOCK SPINFO   # Program information
     1   NMSSMTools # Spectrum calculator
     2.00921176E-05    2          25        25   # BR(H_4 -> H_1 H_1)
     1.22105624E-05    2          25        35   # BR(H_4 -> H_1 H_2)
     1.43319349E-03    2          35        35   # BR(H_4 -> H_2 H_2)
     3.29398947E-05    2          25        45   # BR(H_4 -> H_1 H_3)
     8.41790774E-02    2          35        45   # BR(H_4 -> H_2 H_3)
     7.45601961E-03    2          45        45   # BR(H_4 -> H_3 H_3)
     1.15462277E-01    2          23        25   # BR(H_4 -> H_1 Z)
     1.38983250E-05    2          23        35   # BR(H_4 -> H_2 Z)
     2.65184638E-05    2          23        45   # BR(H_4 -> H_3 Z)
     5.60092716E-02    2     1000022   1000022   # BR(H_4 -> neu_1 neu_1)
     6.92588003E-05    2     1000022   1000023   # BR(H_4 -> neu_1 neu_2)
     2.19953319E-02    2     1000022   1000025   # BR(H_4 -> neu_1 neu_3)
     5.84951418E-02    2     1000022   1000035   # BR(H_4 -> neu_1 neu_4)
     4.49275586E-02    2     1000022   1000045   # BR(H_4 -> neu_1 neu_5)
     4.61748194E-03    2     1000023   1000023   # BR(H_4 -> neu_2 neu_2)
     3.11558569E-02    2     1000023   1000025   # BR(H_4 -> neu_2 neu_3)
     9.54439266E-03    2     1000023   1000035   # BR(H_4 -> neu_2 neu_4)
     1.24549122E-02    2     1000023   1000045   # BR(H_4 -> neu_2 neu_5)
     2.94373987E-02    2     1000025   1000025   # BR(H_4 -> neu_3 neu_3)
     8.20530992E-03    2     1000025   1000035   # BR(H_4 -> neu_3 neu_4)
     8.27386793E-03    2     1000025   1000045   # BR(H_4 -> neu_3 neu_5)
     7.36080991E-05    2     1000035   1000035   # BR(H_4 -> neu_4 neu_4)
     9.24399718E-02    2     1000035   1000045   # BR(H_4 -> neu_4 neu_5)
     5.62556208E-04    2     1000045   1000045   # BR(H_4 -> neu_5 neu_5)
     4.33454246E-02    2     1000024  -1000024   # BR(H_4 -> cha_1 cha_1bar)
     9.29306165E-02    2     1000024  -1000037   # BR(H_4 -> cha_1 cha_2bar)
     9.29306165E-02    2     1000037  -1000024   # BR(H_4 -> cha_2 cha_1bar)
     3.45772872E-03    2     1000037  -1000037   # BR(H_4 -> cha_2 cha_2bar)
DECAY        46     2.58801765E+01   # 5th neutral Higgs scalar
     2.58678083E-04    2          21        21   # BR(H_5 -> hadrons)
     2.62872487E-06    2          13       -13   # BR(H_5 -> muon muon)
     7.43548486E-04    2          15       -15   # BR(H_5 -> tau tau)
     4.16068257E-05    2           4        -4   # BR(H_5 -> c cbar)
     4.95746632E-03    2           5        -5   # BR(H_5 -> b bbar)
     1.87989606E-01    2           6        -6   # BR(H_5 -> t tbar)
     2.76819863E-06    2          22        22   # BR(H_5 -> gamma gamma)
     3.39732644E-06    2          23        22   # BR(H_5 -> Z gamma)
     3.09724653E-05    2          25        25   # BR(H_5 -> H_1 H_1)
     3.54313118E-04    2          25        35   # BR(H_5 -> H_1 H_2)
     3.93828448E-07    2          35        35   # BR(H_5 -> H_2 H_2)
     1.09804966E-01    2          25        45   # BR(H_5 -> H_1 H_3)
     1.02089882E-05    2          35        45   # BR(H_5 -> H_2 H_3)
     5.12233206E-05    2          45        45   # BR(H_5 -> H_3 H_3)
     1.90308839E-05    2          23        25   # BR(H_5 -> H_1 Z)
     8.89383322E-02    2          23        35   # BR(H_5 -> H_2 Z)
     3.75692018E-03    2          23        45   # BR(H_5 -> H_3 Z)
     5.92667416E-02    2     1000022   1000022   # BR(H_5 -> neu_1 neu_1)
     4.97379293E-05    2     1000022   1000023   # BR(H_5 -> neu_1 neu_2)
     1.94694932E-02    2     1000022   1000025   # BR(H_5 -> neu_1 neu_3)
     7.29512543E-02    2     1000022   1000035   # BR(H_5 -> neu_1 neu_4)
     3.08066077E-02    2     1000022   1000045   # BR(H_5 -> neu_1 neu_5)
     4.01887934E-03    2     1000023   1000023   # BR(H_5 -> neu_2 neu_2)
     2.00280253E-02    2     1000023   1000025   # BR(H_5 -> neu_2 neu_3)
     2.86004819E-02    2     1000023   1000035   # BR(H_5 -> neu_2 neu_4)
     2.37804109E-03    2     1000023   1000045   # BR(H_5 -> neu_2 neu_5)
     2.79774898E-02    2     1000025   1000025   # BR(H_5 -> neu_3 neu_3)
     2.60583591E-02    2     1000025   1000035   # BR(H_5 -> neu_3 neu_4)
     2.45397425E-05    2     1000025   1000045   # BR(H_5 -> neu_3 neu_5)
     3.52958902E-02    2     1000035   1000035   # BR(H_5 -> neu_4 neu_4)
     4.84936742E-04    2     1000035   1000045   # BR(H_5 -> neu_4 neu_5)
     4.55612466E-02    2     1000045   1000045   # BR(H_5 -> neu_5 neu_5)
     1.33747714E-01    2     1000024  -1000024   # BR(H_5 -> cha_1 cha_1bar)
     2.04268925E-02    2     1000024  -1000037   # BR(H_5 -> cha_1 cha_2bar)
     2.04268925E-02    2     1000037  -1000024   # BR(H_5 -> cha_2 cha_1bar)
     5.54607141E-02    2     1000037  -1000037   # BR(H_5 -> cha_2 cha_2bar)
DECAY        37     2.57671318E+01   # Charged Higgs
     2.65173390E-06    2         -13        14   # BR(H+ -> muon nu_muon)
     7.50056656E-04    2         -15        16   # BR(H+ -> tau nu_tau)
     1.90808907E-07    2           2        -3   # BR(H+ -> u sbar)
     5.69581325E-06    2           4        -3   # BR(H+ -> c sbar)
     7.80098609E-08    2           2        -5   # BR(H+ -> u bbar)
     7.80390215E-06    2           4        -5   # BR(H+ -> c bbar)
     1.84185859E-01    2           6        -5   # BR(H+ -> t bbar)
     1.13143953E-01    2          24        25   # BR(H+ -> W+ H_1)
     8.91701434E-02    2          24        35   # BR(H+ -> W+ H_2)
     3.79175494E-03    2          24        45   # BR(H+ -> W+ H_3)
     1.03728360E-01    2     1000024   1000022   # BR(H+ -> cha_1 neu_1)
     4.52324476E-02    2     1000024   1000023   # BR(H+ -> cha_1 neu_2)
     7.48472200E-03    2     1000024   1000025   # BR(H+ -> cha_1 neu_3)
     4.10215411E-02    2     1000024   1000035   # BR(H+ -> cha_1 neu_4)
     9.38355006E-02    2     1000024   1000045   # BR(H+ -> cha_1 neu_5)
     9.03448939E-02    2     1000037   1000022   # BR(H+ -> cha_2 neu_1)
     7.75360550E-03    2     1000037   1000023   # BR(H+ -> cha_2 neu_2)
     1.41189187E-01    2     1000037   1000025   # BR(H+ -> cha_2 neu_3)
     7.54618508E-02    2     1000037   1000035   # BR(H+ -> cha_2 neu_4)
     2.88970519E-03    2     1000037   1000045   # BR(H+ -> cha_2 neu_5)
DECAY         6     1.38202936E+00   # Top Quark
     1.00000000E+00    2           5        24   # BR(t ->  b    W+)
